title,description,url,category,full_content,summary
Fellowship Hands-on and Q&A – A Game All About MMO-like Dungeons - Wccftech,We've checked out the upcoming 'multiplayer online dungeon adventure' game Fellowship and talked with the developers ahead of public playtest,https://wccftech.com/fellowship-hands-on-and-qa-a-game-all-about-mmo-like-dungeons/,technology,"Stockholm-based independent developer Chief Rebel and publisher Arc Games have announced that Fellowship, an upcoming 'multiplayer online adventure game' (MODA), will be playable in a Public Playtest available during next week's Steam Next Fest from February 24 to March 3.

For the Public Playtest, there will be servers available in North America, Europe, and Asia. In this preview build, players will have the chance to experience six heroes (two Tanks, two DPS – including a new DPS, Tariq, and two Healers) that will be in Fellowship's roster, go on dungeon runs (both Ranked Dungeons and Quick Play Dungeons), take on challenging enemies and acquire epic loot.

Ahead of the Public Playtest, Wccftech was invited for a private play session with the developers. The best analogy really is dungeons from massively multiplayer online roleplaying games (MMORPGs), played after selecting a roster of predefined heroes, each in a specific role of the so-called Holy Trinity (Tank/DPS/Healer). Fellowship strips practically everything else, such as open world and narrative content, focusing entirely on the dungeon mechanics, with the goal of providing a highly replayable cooperative experience with some competitive elements through leaderboards and the like. The replayability is also enhanced by Curses, which are gameplay modifiers on the dungeons that are mechanical extra layers that you have to deal with, and these keep rotating for each difficulty and each dungeon you do.

As someone who has spent an inordinate amount of time on MMORPGs, the core concept definitely has a lot of merit. However, I found the execution lacking, mainly because it sticks way too closely to what MMORPGs have been doing for over twenty years. I'm referring particularly to the tab-target combat system, which felt very static and somehow even worse than World of Warcraft's in this regard. The dungeon mechanics I've seen, while introductory, are interesting; but it won't be enough if the combat itself is too stale. In short, yes, I would have attempted action combat, or at least a hybrid system like those featured in games like Guild Wars 2 and The Elder Scrolls Online.

The graphics are also not at all impressive for a game that's made with Unreal Engine 5. It obviously follows the Blizzard mandate to deliver stylized graphics and ensure maximum compatibility, but one thing's for sure, you won't be playing Fellowship because of its visuals.

Anyway, here's my conversation with Chief Rebel during the play session. The studio was established in 2018 by developers who previously worked on games like World of Warcraft, Diablo, Helldivers, Battlefield, Tom Clancy's The Division, Just Cause, and more.

What's the core premise behind your game?

In many MMOs, this high-complexity PVE content is gated behind hundreds of hours of leveling up. We want to make sure that Fellowship is approachable for newer players and something quick to jump in for veterans.

I see there's a kill score count. Can you explain what it does?

The kill score kind of totals the amount of enemies that we should kill in a dungeon run, so we can't just find some clever route to skip to the bosses. If you hit M on your keyboard, by mousing over enemies on the map, you can kind of see what percentage of the kill score they fill. As a tank who's kind of leading the direction we're going, I can pick out which routes I want lead the party through. But you have to fill the kill score to 100% and kill all the bosses to complete the dungeon, but there's a lot more enemies than 100% in the dungeon.

The intention is, especially when you get to the higher tier and the leaderboard chasing, part of the strategy is finding a good route through the dungeon, what paths should the party skip, what are more dangerous or maybe worth taking, even though they're dangerous using pull downs and all that.

When the timer gets turned on, then you also have to beat the dungeon within the timer to get to the next difficulty, but you're still gonna get all the loot that you would get from the dungeon, regardless of whether you beat the timer. We don't activate the timer until difficulty 4, though.

I assume the timer is going to be a key factor in climbing the leaderboard.

Yes, absolutely. The timer affects the score as well, so when players start to get to the really high difficulties, it's gonna be a matter of practically milliseconds to determine who's number one on the leaderboard.

By the way, as you can see on the left, we have all kinds of metrics for players to look at just to be able to see how they are improving and how different talents or stats on their gear is affecting their damage or damage mitigation or healing.

You can see each of us there above the action bar. You see our health bars (I'm the purple dude), and you can see on the damage meter how we're doing on that damage, and then, if you mouse over those, you can actually view a breakdown of what abilities are contributing to your damage.

This is also really important if you're going to get into optimizing your gameplay and being competitive and learning how to complete dungeons at really high difficulty, but it's not as important when starting out because, of course, we tune the game to be very forgiving in the beginning.

One of the barriers for a lot of players in some of these types of games is stuff like the DPS meter isn't built into these MMOs. It's something that you have to go online and search for and you gotta download add-ons and all that. As a player trying to find your role in the community, it can be a bit difficult to find your footing.

So, we don't really have any intentions of allowing player-made addons in Fellowship. Instead, we want to make sure that we're providing everything that veteran players want and expect in the game itself to ensure a level playing field for everybody.

Aren't you worried about online toxicity? Some MMORPGs have tried to move away from DPS meters mainly because of that issue.

I think that toxicity is always something that there's work to do with. I think that the solution is not to remove the ability for players to understand how to get better. I mean, there's different types of games. In some, your performance doesn't really matter, but in a game where your performance matters, you need to have information to be able to know what to change to improve, or you'll just start to hit your head against the wall.

If there's any kind of competitiveness, just removing data, I don't think that's the solution. I think that needs to be worked with in other ways. We're trying to find lots of other ways of getting ahead of that as well.

'We have all kinds of metrics for players to look at just to be able to see how they are improving and how different talents or stats on their gear is affecting their damage or damage mitigation or healing. You can see our health bars and how we're doing on the damage, and then, if you mouse over those, you can actually view a breakdown of what abilities are contributing to your damage.'

How do you plan on dealing with the 'meta' situation in your game?

In a lot of the MMOs or games where you're playing with a group, inevitably, a meta is going to be established. One of the reasons why you may choose one character or one class over another is because they have a utility ability that's really important to have at high levels of difficulty. In Fellowship, we've moved a lot of those big utility skills like mass dispel to equippable items that you unlock in higher difficulties so that anyone can bring a battle resurrection or a dispel or stuff like that to a party.

One thing you might notice as well is that we're trying to look into how we can handle some nonverbal communications. If you target one of these buccaneers and you hit V on the keyboard, you'll put your hero portrait next to their name. If you put your marker up and interrupt the enemy, you can see when we interrupt ours, meaning you'll know the cooldown on our interrupt skills so we can more easily manage the cooldowns of the whole group. This is another example where, at low difficulties, interrupting is not that important, but when you start to get to very high difficulties, not interrupting might get you one-shotted. So, it's really important for players to be able to coordinate and work together to ensure they have all the interrupts ready.

How many skills is each hero going to offer?

We're going to have 15 abilities available for each of the heroes. You unlock more and more abilities as you reach higher difficulties. What you're starting out with is just the interrupt, the movement skill, and some basic core kit, but then a lot of the abilities that come are CCs, utilities, cooldowns, and things like that.

Can you talk about the various dungeons and boss fights?

Sure. As the difficulty rises, bosses and enemies in the dungeon learn new abilities. What we're seeing here is this boss's base kit and then, as you get higher, she'll get some new tricks that make the boss a little bit more interesting for when you're ready for the increased challenge.

In Fellowship's dungeons, we have 3 bosses to kill. They take around 20 to 30 minutes to complete, depending on gear, difficulty, skill level, et cetera. And then we also have Adventures in the game. These are single-boss dungeons that take about 10 to 12 minutes to complete. You can compete in both formats for the leaderboard score. To get higher on the leaderboards, you need to improve the average score of all your dungeons. But if you're someone for whom half an hour is a bit too much of an investment to put in, you can just jump in and do the 10-minute ones and still get the full conversion and all that.

Does Fellowship include some sort of crafting?

Yeah, we have a bunch of different progression systems. Firstly, there are talents that are hero-specific, where you'll unlock ways to customize your hero. There's also the gear itself that has different types of stats, like Crit, Haste, Expertise, and more.

Once you get a little bit higher in difficulty, you'll start to obtain the transmutation resources. This is kind of a crafting system where you can use transmutation resources and some of the gold you earn to transmute items that you've gotten that you don't need. It kind of functions like a bad luck protection thing for loot. If you keep getting the same cloak all the time, you can transmute those cloaks and if you're lucky, you can reroll them into something you actually need.

Then we also have scrapping loot, which gives you resources, and you can upgrade loot as well. One of the bigger systems is also once you get gems and sockets unlocked. We're doing a lot more with gems and sockets than most RPGs do, so it's not just stats on those gems. The gems also unlock new defensive abilities and offensive abilities, passive ones, props and stuff, and do some cool stuff with your character as well.

At the end of a dungeon, you get your loot for completing it. If you right-click on the chest, but you can click on your items to collect them, and on the right side, you can see what everybody in your party got.

'We're not doing multi-role heroes, at least not for the foreseeable future. Right now, we're focusing on getting a tight core of heroes that deliver on the classical RPG fantasies of big two-handed barbarians and healing priests and shield and sword tanks and stabby rogues and all of that. One of the benefits of Fellowship being a hero game where you don't create your character is that, over time, we're going to be able to explore some really fun and crazy ideas when it comes to heroes.'

Is there any way to trade these items if you don't need something and your friend does?

No trading yet. That'll be something we'll potentially look into as part of the live service.

How many heroes will be playable at launch?

We haven't set an exact number. It'll be somewhere around 8 or 9, maybe, at launch. Of course, we are planning to regularly release new heroes in live service as well as dungeons and adventures and other types of formats of playing as well eventually.

They are all limited to a single role, right?

Yes, we're not doing multi-role heroes, at least not for the foreseeable future. Right now, we're focusing on getting a tight core of heroes that deliver on the classical RPG fantasies of big two-handed barbarians and healing priests and shield and sword tanks and stabby rogues and all of that.

One of the benefits of Fellowship being a hero game where you don't create your character is that, over time, we're going to be able to explore some really fun and crazy ideas when it comes to heroes. Like, we could have a character that's a slime blob that clones into other heroes and can use their abilities for a while or any kind of stuff that we want to explore eventually. But we will be starting off with a good, strong foundation of heroes.

Why did you settle on a 4-player group format?

We even experimented with 3, but what we noticed is that when you go down to 3, you only have 1 because we really want to lean into the Holy Trinity, which is the tank healer DPS roles. When you have a party of 3, you're really losing like an X factor, a permutation of the kind of setups you can do with your team.

So, 4 felt like a good number, and just from playtesting, we felt like we're not missing anything with a group of 4 instead of 5. It still feels like we're able to give the same complexity. There's a sweet spot in terms of mechanics.

Is this going to be a shared world hub with more players than just your group?

Yes. Right now, it's just the four of us connected, but you'll be able to see up to about 20 to 30 other players. We aren't loading every single person into this area because it would get full really quickly, but you should be able to see, connect, and interact with other players here in the hub. If someone else logged in now, they would spawn here with us until we hit the cap for the stronghold and then a new one spins up.

Can you discuss what the post-launch would look like for Fellowship?

There's lots of stuff we could explore. We really want to build this game with our community. Part of us wanting to get it into the players' hands as soon as possible is for them to help us feel out, hey, what do we want? How do we make the best game for you? We're hoping to have a really close connection there.

What about monetization?

The plan is to be a premium game. It's not free to play; it's not subscription-based. It'll be premium. We're not in a rush to unravel a huge microtransaction plan from the very beginning. We're going to take it a little bit slow. We're not going to be selling anything that is content, so no dungeons, progression features, heroes, or anything like that.

We want to work with our community to understand, if you love this game, what makes sense for you all to spend money on so we can keep making this. The obvious stuff at the top of our list is skins, mounts, and little pets that follow you around.

'We're intentionally going to double down on PVE coop. Not doing PVP allows us a lot more creative freedom and balancing. It puts us in a position where we can really do some cutting-edge stuff regarding the PVE experience. Fellowship, as the name implies, is really about the co-op experience.'

Will there be any cosmetic customization of the heroes?

Yeah, we have a mirror behind the tree. This is just turned off right now, but of course, we will allow you to cosmetically change the way you look, which will probably be things you can get through microtransactions, but also, of course, the things that you're actually collecting, like the dungeon loot and all of that. We talked about hairstyles and stuff like that. I think there's more to explore there, but nothing final yet.

Would you add a dueling feature to Fellowship?

We're intentionally going to double down on PVE coop. Not doing PVP allows us a lot more creative freedom and balancing. It puts us in a position where we can really do some cutting-edge stuff regarding the PVE experience. Fellowship, as the name implies, is really about the co-op experience.

What about asymmetrical PvP, like doing simultaneous runs of the same dungeons to see who completes it first?

Yes, that kind of stuff, we're super interested in. We've talked about maybe a ghost mode where you can play even asymmetrically offline against other people's runs.

We talked about a live Tournament mode thing. We've talked about special game modes where you might be in the same map racing towards a boss. There's lots of cool stuff that we might do.

What about launching on consoles?

I'd say that's definitely very intimately connected to the gamepad support. So yeah, first, we would implement gamepad support. We don't have a date for when we would explore that, but we would do that first and then look at consoles.

Would you add story-based content to Fellowship?

That's a really good example that I consider not something that we would do unless the community clearly shows that that's what they would like.

If the community is like, hey, we really want a story adventure that focuses on letting us know more about our heroes, then cool, but initially, we're just really focused on the dungeon loop.

'Right now, it's just the four of us connected, but you'll be able to see up to about 20 to 30 other players. We aren't loading every single person into this area because it would get full really quickly, but you should be able to see, connect, and interact with other players here in the hub.'

What about larger group content, like raids?

Definitely. When we had our Closed Alpha in August, we forgot to remove the raids tab from our mission table. We're talking about raids. I think it is a natural step. It's the same there, though. It's not something that we're going to roll out from the very start. It's, I would say, one of the features that we're eyeing very intently.

But again, for the health of Fellowship in regards to balancing, I think it's really good to start with getting the 4-player format of dungeons out into the player's hands in the wild for a while so that we can make sure that we get all of the balancing and tuning knobs right and the progression systems starting to add those before we increase the complexity.

Increasing the amount of players you bring to a raid, maybe it's 8 players, maybe it's 12 - we want to do something a little bit smaller than the classical huge 40-man things because they're a mess to manage. But there's some added complexity even for 8 to 12 players, so I think it's healthy for us to make sure that we're delivering top-notch 4-player content before we get into that.

Will you add a guild system, too?

I think it's a pretty natural connection. There's nothing planned at launch, but we're going to listen to our community and figure out what kind of social tools they want. The way we approach what happens after early access is that we have a lot of ideas. We also have a lot of designs pretty fleshed out for various features. We've talked about raids, we've talked about guilds, there's a whole bunch of stuff.

I think it's important to have some kind of discourse with the community about exactly how we want to roll that out rather than us making up the next couple of years of features and then being kind of stuck delivering on that, and maybe after two weeks the players are saying we want something else. So, we're keeping things open. We really want to do this together with the community.

Thank you for your time.","Fellowship, an upcoming 'multiplayer online adventure game' (MODA), will be playable in a Public Playtest from February 24 to March 3. For the Public Play test, there will be servers available in North America, Europe, and Asia."
Latest Pixel 9a leak offers best look yet at display bezels and detailed specs [Gallery] - 9to5Google,"The latest Pixel 9a leak is one of the biggest yet, offering a closer look at the display bezels and the full specs of the device.",http://9to5google.com/2025/02/18/google-pixel-9a-leak-display-bezels-detailed-specs/,technology,"Google’s Pixel 9a is coming out soon, and a new leak has officially detailed virtually everything about the device with a details rundown of the specs, pricing, and high-res pictures of all four colors.

We’ve already heard a lot about the Pixel 9a, but a new leak from WinFuture wraps everything up with a bow on top, providing a detailed look at the Pixel 9a specs and other key details.

That starts with the measurements of Google’s new mid-range smartphone, which have grown compared to the prior generation. Where the Pixel 8a measured in at 152.1 x 72.7 x 8.9 mm, the Pixel 9a measures 154.7 x 73.3 x 8.9 mm. That makes room for a bigger battery – 5,100 mAh, as previously reported – as well as a bigger 6.3-inch display. The Pixel 8a had a 6.1-inch display. The new size more closely aligns with the standard Pixel 9 and the Pixel 9 Pro. The display carries a resolution of 2424×1080 with a 120Hz refresh rate and Gorilla Glass 3 on top. This is easily the best look we’ve had at the bezels, too, which are significantly larger than the rest of the Pixel 9 series. We previously had a peek at the bezels, but the wallpaper of the device somewhat obfuscated the size. Very similar renders hit the web last week, but at a lower resolution.

Remarkably, the Pixel 9a actually weighs less than the Pixel 8a, coming in at 185.9g to the Pixel 9a’s 188g.

A notable hardware upgrade is an IP68 dust/water resistance rating, up from IP67.

Under the hood, Google Tensor G4 runs the show (previously rumored to have a different modem from the rest of the Pixel 9 series) with 8GB of RAM and either 128GB or 256GB of storage. Android 15 is available at launch – making this the first Pixel release with Android 15 out of the box – with 7 years of OS updates.

The dual-camera array on the back, which ditches the iconic Pixel “camera bar” design, includes a 48MP main camera and a 13MP ultrawide with a 120-degree field of view. Another 13MP sensor is used for the front-facing camera. Rounding things out there’s wireless charging, NFC, Wi-Fi 6E, Bluetooth 6, satellite support, a fingerprint sensor, and face recognition.

The report also mentions a €499 price tag for the 128GB variant and €599 for the 256GB model, mirroring past leaks for the US. There’s no mention of a release date, though it’s been reported that Google will release this device in late March.

Finally, all four colors are also shown (as we saw earlier this month as well) again.

More on Pixel 9a:

Follow Ben: Twitter/X, Threads, Bluesky, and Instagram

Update: Removed errant details of face unlock.","Google’s Pixel 9a is coming out soon, and a new leak has officially detailed virtually everything about the device with a details rundown of the specs, pricing, and high-res pictures of all four colors. This is easily the best look we’ve had at the bezels, too."
HSBC Expects Revamp to Cost $1.8 Billion Over Two Years - Bloomberg,HSBC Holdings Plc will incur $1.8 billion in charges over the next two years as it embarks on a global restructuring program that has seen the lender shutter some of its businesses and slash management ranks.,https://www.bloomberg.com/news/articles/2025-02-19/hsbc-sees-1-8-billion-cost-over-two-years-in-elhedery-revamp,business,Full article unavailable. Click the source link for details.,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.
"Trump plans to impose 25% tariffs on autos, chips and pharmaceuticals - CNN",President Donald Trump said on Tuesday that he plans to impose tariffs of around 25% on auto imports as well as semiconductors and pharmaceuticals shipped to the United States as early as April 2.,https://www.cnn.com/2025/02/19/economy/us-new-tariff-plans-trump-intl-hnk/index.html,business,"CNN —

President Donald Trump said on Tuesday that he plans to impose tariffs of around 25% on auto imports as well as semiconductors and pharmaceuticals shipped to the United States as early as April 2.

Trump recently enacted a 10% across-board-tariff on goods coming from China and 25% tariffs on all steel and aluminum imports.

For tariffs on semiconductor chips and drugs, he told reporters at his resort in Mar-a-Lago, Florida that he intended to eventually increase the rate even more.

“It’ll go substantially higher over a course of a year,” he said. But he added that he wanted to give time for potentially affected companies to bring their factories to America to avoid tariffs.

“We want to give them a little bit of a chance,” he said.

The revelation comes days after Trump ordered an investigation into other nations’ tax and tariff policies, paving the way for new reciprocal tariffs to take effect as soon as April 2, the day after the investigation is set to conclude, Howard Lutnick, Trump’s pick for Commerce Secretary said last week.

Trump’s latest announcement underscores his push for a more “balanced” trade with foreign markets and to reshore strategic industries. He has long criticized what he deems as unfair foreign treatment of US exports.

The steep new tariffs could have far-reaching effects, extending beyond the specific industries where taxes are levied, and hurt consumers with higher prices and businesses with increased costs, economists and industry experts have warned.

Consumers are expected to feel most of the burn by the new import taxes on automobiles, as prices of cars could jump by thousands of dollars, experts have warned. Nearly half of vehicle sales in the US last year, including cars and light trucks, were imported from foreign countries.

The president did not offer further details on whether the 25% tariff would be applied across the board to all countries or whether cars manufactured in Mexico and Canada under a free trade agreement Trump signed during his first term would be spared.

While US companies, like AI chipmaker Nvidia, dominate the semiconductor industry, manufacturing of chips has long been outsourced to Asia due to cost and technical reasons over the past decades. Nvidia declined to comment.

Taiwan Semiconductor Manufacturing Company (TSMC) pioneered the model of contract chipmaking, manufacturing chips for others without bearing its name, and it has emerged as the world’s largest contract chip producer.

TSMC told CNN that its chipmaking plants in Arizona, which were announced in 2020 during Trump’s first term, are on track as planned but declined to comment further.

Trump has repeatedly accused Taiwan of stealing America’s chip industry, a claim that experts dispute.

Though details remain unclear, new semiconductor tariffs could hurt Asian chip giants the most, including the likes of TSMC, South Korea’s Samsung and SK Hynix, whose manufacturing plants remain largely in Asia. The threat of new import taxes could also hasten the steps taken by these companies to set up shop or expand in the US.

As for the pharmaceutical industry, the US purchased more than $176 billion of drugs and related goods in 2023, according to US trade data, making it the largest importer of pharmaceutical products that year.

European, Indian and Chinese firms could be the hardest hit. In 2023, Ireland accounted for 20.4% of pharmaceutical imports, followed by 10.8% from Germany, 8.6% from Switzerland, 6.2% from India and 3.4% from China.",President Donald Trump said he plans to impose tariffs of around 25% on auto imports. Trump recently enacted a 10% across-board-tariff on goods coming from China and 25% tariffs on all steel and aluminum imports.
UK inflation leaps to higher-than-expected 3% in January - CNBC,Economists polled by Reuters had expected a January reading of 2.8%.,https://www.cnbc.com/2025/02/19/uk-inflation-in-january-2025.html,business,"Fruit and veg stall Borough Market on 27th August 2024 in London, United Kingdom. Borough Market is a retail food market and farmers market in Southwark. It is one of the largest and oldest food markets in London, with a market on the site dating back to at least the 12th century.

The U.K.'s inflation rate rose sharply to 3% in January, coming in above analyst expectations, according to data released by the Office for National Statistics (ONS) on Wednesday.

Economists polled by Reuters had expected a reading of 2.8% in the twelve months to January.

Britain's consumer price index (CPI) fell to a lower-than-expected 2.5% in December, with core price growth also slowing further.

Core inflation, which excludes more volatile energy, food, alcohol and tobacco prices, rose by 3.7% in the 12 months to January, which was up from 3.2% in the previous month. Notably, the core services annual rate rose from 4.4% to 5.0%, the ONS said.

""Inflation increased sharply this month to its highest annual rate since March last year. The rise was driven by air fares not falling as much as we usually see at this time of year, partly impacted by the timing of flights over Christmas and New Year. This was the weakest January dip since 2020,"" Grant Fitzner, the ONS' chief economist, commented Wednesday.

""After falling this time last year, the cost of food and non-alcoholic drinks increased, particularly meat, bread and cereals. Private school fees were another factor, as new VAT [a sales tax] rules meant prices rose nearly 13% this month,"" he said, in comments on the X social media platform.

Responding to the latest data, U.K. Chancellor Rachel Reeves said that delivering economic growth and ""getting more money in people's pockets"" were her priorities, while acknowledging that ""millions of families are still struggling to make ends meet.""

The British pound was little changed against the dollar following the data release, trading at $1.2615.","Britain's consumer price index (CPI) fell to a lower-than-expected 2.5% in December, with core price growth also slowing further. Core inflation, which excludes more volatile energy, food, alcohol and tobacco prices, rose by 3.7% in the 12 months to January."
Stock futures are little changed after S&P 500 clinches record high: Live updates - CNBC,Investors continue to largely shake off concerns around persistent inflation and tariffs.,https://www.cnbc.com/2025/02/18/stock-market-today-live-updates.html,business,"The S&P 500 climbed to a fresh record on Wednesday as stocks remain resilient despite a continuously cautious Federal Reserve and President Donald Trump's threat of more tariffs.

The S&P 500 rose 0.24%, settling at 6,144.15 and earning its second record close in a row. The index also touched a fresh all-time high during the session. The Nasdaq Composite added 0.07% to close at 20,056.25, while the Dow Jones Industrial Average advanced 71.25 points, or 0.16%, to end at 44,627.59.

Shares of Microsoft gained 1.3% and led the broader technology sector higher after the company unveiled its first ever quantum computing chip. Tesla climbed almost 2%. Analog Devices surged nearly 10% after posting better-than-expected quarterly results on the top and bottom lines.

Trump on Tuesday floated the notion of imposing a 25% tariff on imported autos, chips and pharmaceuticals. Trump did not specify whether the potential duties would be targeted or broad, but did say they could be implemented as soon as April 2.

""I think there's a lot of noise tied to DOGE, Elon Musk and tariffs in the short-term, which is what you're seeing today. And I think a lot of this stuff will linger,"" said Jim Elios, founder and chief investment officer at Elios Financial Group. ""It's the Trump effect with headlines that are weighing on markets and causing some pain. In the long term, I'm still really bullish about how this can become a pro-business environment,"" added Elios.

Additionally, investors weighed the minutes from the latest Federal Reserve meeting, which showed that central bank officials want to see more progress on inflation before cutting interest rates further, and they are also concerned about the effect of Trump's tariffs.



","The S&P 500 rose 0.24%, settling at 6,144.15 and earning its second record close in a row. The index also touched a fresh all-time high during the session. Trump on Tuesday floated the notion of imposing a 25% tariff on imported autos, chips and pharmaceuticals."
"Asian Stock Rally Pauses, China Tech Shares Gain: Markets Wrap - Yahoo Finance","(Bloomberg) -- Asian stocks pulled back after a five-day rally that pushed a regional gauge into overbought territory, as investors turned cautious amid...",https://finance.yahoo.com/news/asia-traders-cautious-trump-floats-225452223.html,business,"(Bloomberg) -- Stocks closed at all-time highs as traders looked past signals the Federal Reserve is in no rush to cut interest rates.

Most Read from Bloomberg

Just as in the previous session, equities gained traction in the final stretch of trading. That was after the Fed minutes only reiterated the cautious stance by US policymakers amid economic strength and stubborn inflation. Treasuries advanced as officials also discussed pausing or slowing the balance-sheet runoff until the debt-ceiling drama is resolved.

Subscribe to the Bloomberg Daybreak podcast on Apple, Spotify or anywhere you listen.​​​​​​

“They will sit and wait before cutting again,” said Peter Boockvar, author of The Boock Report. “I say ‘cut’ because it still seems like they have an easing bias. The Fed also commented on the balance sheet. This could also be a reason why yields dipped a bit.”

The S&P 500 rose 0.2%. The Nasdaq 100 wavered. The Dow Jones Industrial Average added 0.2%

In a sign of caution, defensive industries outperformed. Quantum-computing shares jumped on Microsoft Corp.’s new chip. Homebuilders sank after results from Toll Brothers Inc. and key construction data indicated the residential real estate market may be in store for more turbulence.

The yield on 10-year Treasuries declined two basis points to 4.53%. The Bloomberg Dollar Spot Index rose 0.2%.

Corporate Highlights:

Apple Inc. introduced a new low-end smartphone called the iPhone 16e priced at $599, aiming to revive growth after a sluggish holiday season.

Nikola Corp. filed for bankruptcy, culminating a long decline for the onetime darling of the electric-vehicle industry, which grappled with weak sales and cycled through CEOs in the wake of a fraud scandal.

Carvana Co. expects retail vehicle sales and earnings to continue growing this year after reporting a record fourth quarter that easily beat Wall Street forecasts.

SolarEdge Technologies Inc. surpassed sales forecasts, triggering an apparent short-covering rally.

Elliott Investment Management is seeking seats on the board of oil refiner Phillips 66, the latest effort in a multi-year campaign pushing the company to sell assets, improve operational performance and bolster board oversight.

Hims & Hers Health Inc. is expanding beyond its successful foray into providing copycat weight-loss drugs with the acquisition of a home blood-testing company.

Roper Technologies Inc. is exploring a sale of its Neptune Technology Group division, according to people with knowledge of the matter.

Story Continues",Stocks closed at all-time highs as traders looked past signals the Federal Reserve is in no rush to cut interest rates. Treasuries advanced as officials discussed pausing or slowing the balance-sheet runoff until the debt-ceiling drama is resolved.
Fast-food giant KFC leaves Kentucky home for Texas - BBC.com,Move away from its ancestral home is part of a wider shakeup at its parent company Yum Brands.,https://www.bbc.com/news/articles/crknmjer7peo,business,"Fast-food giant KFC leaves Kentucky home for Texas

KFC's headquarters is being moved from its ancestral home in Kentucky to Texas as part of a wider shakeup at its parent company

KFC, the fast-food restaurant chain formerly known as Kentucky Fried Chicken, is moving its corporate headquarters in the US from Kentucky to Texas, its owner has announced.

Yum Brands said it will shift the office from Louisville to Plano though KFC will keep some operations in Kentucky, including its KFC Foundation.

However, Andy Beshear, governor of the state of Kentucky, said: ""I am disappointed by this decision and believe the company's founder would be, too.

In recent years, many companies have relocated to Texas attracted by the state's lower taxes and business-friendly policies.","Yum Brands said it will shift the office from Louisville to Plano. KFC will keep some operations in Kentucky, including its KFC Foundation. Governor of Kentucky said he was disappointed by the decision."
Elon Musk expresses interest in sending out DOGE checks - POLITICO,The proposal calls for sending 20 percent of savings back to taxpayers.,https://www.politico.com/news/2025/02/18/musk-doge-checks-00204813,business,Full article unavailable. Click the source link for details.,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.
Southwest Airlines makes drastic cost-cutting decision - TheStreet,The airline is proving that it is serious about cutting costs amid recent headwinds.,https://www.thestreet.com/travel/southwest-airlines-makes-drastic-cost-cutting-decision,business,Full article unavailable. Click the source link for details.,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.
"US Postal Service head DeJoy to step down after 5 years marked by pandemic, losses and cost cuts - CNN","Louis DeJoy, the head of the US Postal Service, intends to step down, the federal agency said Tuesday, after a nearly five-year tenure marked by the coronavirus pandemic, surges in mail-in election ballots and efforts to stem losses through cost and service c…",https://www.cnn.com/2025/02/18/politics/louis-dejoy-usps-postmaster-general-steps-down/index.html,business,"Washington AP —

Louis DeJoy, the head of the US Postal Service, intends to step down, the federal agency said Tuesday, after a nearly five-year tenure marked by the coronavirus pandemic, surges in mail-in election ballots and efforts to stem losses through cost and service cuts.

In a Monday letter, Postmaster General DeJoy asked the Postal Service Board of Governors to begin looking for his successor.

“As you know, I have worked tirelessly to lead the 640,000 men and women of the Postal Service in accomplishing an extraordinary transformation,” he wrote. “We have served the American people through an unprecedented pandemic and through a period of high inflation and sensationalized politics.”

DeJoy took the helm of the postal service in the summer of 2020 during President Donald Trump’s first term. He was a Republican donor who owned a logistics business before taking office and was the first postmaster general in nearly two decades who was not a career postal employee.

DeJoy developed a 10-year plan to modernize operations and stem losses. He previously said that postal customers should get used to “uncomfortable” rate hikes as the postal service seeks to stabilize its finances and become more self-sufficient.

The plan calls for making the mail delivery system more efficient and less costly by consolidating mail processing centers. Critics, including members of Congress from several states, have said the first consolidations slowed service and that further consolidations could particularly hurt rural mail delivery.

DeJoy has disputed that and told a US House subcommittee during a contentious September hearing that the Postal Service had embarked on long-overdue investments in “ratty” facilities and making other changes to create “a Postal Service for the future” that delivered mail more quickly.

DeJoy also oversaw the postal service during two presidential elections that saw spikes in mail-in ballots.

Ahead of the 2020 presidential election, a federal judge limited one of the postal service’s cost-cutting practices after finding it contributed to delays in mail delivery. DeJoy had restricted overtime payments for postal workers and stopped the agency’s longtime practice of allowing late and extra truck deliveries in the summer of 2020. The moves reduced costs but meant some mail was left behind to be delivered the following day.

DeJoy said in his letter that he was committed to being “as helpful as possible in facilitating a transition.”",Louis DeJoy took the helm of the postal service in the summer of 2020. He was the first postmaster general in nearly two decades who was not a career postal official.
Dramatic video shows moment Delta plane flipped after landing in Toronto - ABC News,,https://abcnews.go.com/US/dramatic-video-shows-moment-delta-plane-flipped-after/story?id\\u003d118921357,business,Full article unavailable. Click the source link for details.,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.
